unit,sizen_r2,indic_is,geo\time	2017 	2014 	2011 	2009 
PC_ENT,10_C10_S951_XK,E_RFID1,PL	9 	6 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,PT	11 	14 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,RO	7 	8 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,RS	: 	17 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,SE	12 	9 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,SI	15 	13 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,SK	18 	12 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFID1,UK	8 	6 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,AT	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,BE	: 	: 	3 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,BG	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,CY	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,CZ	: 	: 	0 n	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,DE	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,DK	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EA	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EE	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EL	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,ES	: 	: 	4 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EU15	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EU27	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,EU28	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,FI	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,FR	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,HR	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,HU	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,IE	: 	: 	4 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,IT	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,LT	: 	: 	4 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,LU	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,LV	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,MK	: 	: 	: u	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,MT	: 	: 	3 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,NL	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,NO	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,PL	: 	: 	: u	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,PT	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,RO	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,SE	: 	: 	1 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,SI	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,SK	: 	: 	2 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP,UK	: 	: 	0 n	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,AT	5 	5 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,BE	6 	5 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,BG	8 	8 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,CY	5 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,CZ	1 	0 n	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,DE	3 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,DK	1 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EA	4 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EE	4 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EL	2 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,ES	7 	6 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EU15	4 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EU27	3 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,EU28	3 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,FI	4 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,FR	4 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,HR	3 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,HU	2 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,IE	4 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,IS	: u	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,IT	4 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,LT	4 	5 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,LU	4 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,LV	2 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,MK	: 	6 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,MT	5 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,NL	4 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,NO	3 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,PL	3 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,PT	5 	7 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,RO	2 	4 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,RS	: 	5 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,SE	2 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,SI	4 	3 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,SK	5 	2 	: 	: 
PC_ENT,10_C10_S951_XK,E_RFPSDP1,UK	2 	1 	: 	: 
PC_ENT,10_C19_22,E_RFAC,AT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFAC,BE	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,BG	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFAC,CY	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFAC,CZ	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,DE	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFAC,EA	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,EE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFAC,EL	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFAC,ES	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,EU15	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,EU25	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,EU27	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,EU28	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,FI	: 	: 	: 	9 
PC_ENT,10_C19_22,E_RFAC,FR	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,HR	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFAC,HU	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFAC,IE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFAC,IT	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFAC,LT	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFAC,LU	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFAC,LV	: 	: 	: 	: c
PC_ENT,10_C19_22,E_RFAC,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFAC,NL	: 	: 	: 	16 
PC_ENT,10_C19_22,E_RFAC,NO	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFAC,PL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFAC,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFAC,RO	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFAC,SE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFAC,SI	: 	: 	: 	: c
PC_ENT,10_C19_22,E_RFAC,SK	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFAC,UK	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFID,AT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,BE	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,BG	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFID,CY	: 	: 	: 	8 
PC_ENT,10_C19_22,E_RFID,CZ	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFID,DE	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFID,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,EA	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFID,EE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFID,EL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,ES	: 	: 	: 	8 
PC_ENT,10_C19_22,E_RFID,EU15	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,EU25	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,EU27	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,EU28	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,FI	: 	: 	: 	11 
PC_ENT,10_C19_22,E_RFID,FR	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFID,HR	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFID,HU	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFID,IE	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFID,IT	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFID,LT	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFID,LU	: 	: 	: 	16 
PC_ENT,10_C19_22,E_RFID,LV	: 	: 	: 	: c
PC_ENT,10_C19_22,E_RFID,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,NL	: 	: 	: 	20 
PC_ENT,10_C19_22,E_RFID,NO	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFID,PL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFID,RO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFID,SE	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFID,SI	: 	: 	: 	: c
PC_ENT,10_C19_22,E_RFID,SK	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFID,UK	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFMC,AT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,BE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,BG	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFMC,CY	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFMC,CZ	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFMC,DE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFMC,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,EA	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,EE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,EL	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFMC,ES	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFMC,EU15	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,EU25	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,EU27	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,EU28	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,FI	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,FR	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFMC,HR	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFMC,HU	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFMC,IE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFMC,IT	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFMC,LT	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFMC,LU	: 	: 	: 	10 
PC_ENT,10_C19_22,E_RFMC,LV	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,NL	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFMC,NO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFMC,PL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFMC,RO	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFMC,SE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFMC,SI	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFMC,SK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFMC,UK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,AT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFPRI,BE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,BG	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,CY	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFPRI,CZ	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFPRI,DE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFPRI,EA	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,EE	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,EL	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFPRI,ES	: 	: 	: 	4 
PC_ENT,10_C19_22,E_RFPRI,EU15	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,EU25	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,EU27	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,EU28	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,FI	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,FR	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,HR	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,HU	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,IE	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFPRI,IT	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,LT	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,LU	: 	: 	: 	10 
PC_ENT,10_C19_22,E_RFPRI,LV	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFPRI,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFPRI,NL	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFPRI,NO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,PL	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFPRI,RO	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,SE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFPRI,SI	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFPRI,SK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFPRI,UK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,AT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,BE	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,BG	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSC,CY	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFSC,CZ	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSC,DE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,EA	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,EE	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSC,EL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,ES	: 	: 	: 	6 
PC_ENT,10_C19_22,E_RFSC,EU15	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,EU25	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,EU27	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,EU28	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,FI	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,FR	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,HR	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,HU	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSC,IE	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,IT	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,LT	: 	: 	: 	3 
PC_ENT,10_C19_22,E_RFSC,LU	: 	: 	: 	10 
PC_ENT,10_C19_22,E_RFSC,LV	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,NL	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFSC,NO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,PL	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSC,RO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,SE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSC,SI	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSC,SK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSC,UK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,AT	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSM,BE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,BG	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,CY	: 	: 	: 	5 
PC_ENT,10_C19_22,E_RFSM,CZ	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,DE	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,DK	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSM,EA	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,EE	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSM,EL	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,ES	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSM,EU15	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,EU25	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,EU27	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,EU28	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,FI	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,FR	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,HR	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSM,HU	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,IE	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,IT	: 	: 	: 	0 n
PC_ENT,10_C19_22,E_RFSM,LT	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSM,LU	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSM,LV	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSM,MT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSM,NL	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSM,NO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,PL	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSM,PT	: 	: 	: 	: u
PC_ENT,10_C19_22,E_RFSM,RO	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,SE	: 	: 	: 	2 
PC_ENT,10_C19_22,E_RFSM,SI	: 	: 	: 	0 
PC_ENT,10_C19_22,E_RFSM,SK	: 	: 	: 	1 
PC_ENT,10_C19_22,E_RFSM,UK	: 	: 	: 	0 n
PC_ENT,10_C19_23,E_RFAC,AT	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFAC,BE	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,BG	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,CY	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFAC,CZ	: 	: 	5 	: 
PC_ENT,10_C19_23,E_RFAC,DE	: 	: 	8 	: 
PC_ENT,10_C19_23,E_RFAC,DK	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFAC,EA	: 	: 	4 	: 
PC_ENT,10_C19_23,E_RFAC,EE	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,EL	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFAC,ES	: 	: 	5 	: 
PC_ENT,10_C19_23,E_RFAC,EU15	: 	: 	4 	: 
PC_ENT,10_C19_23,E_RFAC,EU27	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,EU28	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,FI	: 	: 	11 	: 
PC_ENT,10_C19_23,E_RFAC,FR	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,HR	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,HU	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,IE	: 	: 	6 	: 
PC_ENT,10_C19_23,E_RFAC,IT	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFAC,LT	: 	: 	3 	: 
PC_ENT,10_C19_23,E_RFAC,LU	: 	: 	17 	: 
PC_ENT,10_C19_23,E_RFAC,LV	: 	: 	4 	: 
PC_ENT,10_C19_23,E_RFAC,MK	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFAC,MT	: 	: 	4 	: 
PC_ENT,10_C19_23,E_RFAC,NL	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,NO	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,PL	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFAC,PT	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFAC,RO	: 	: 	0 n	: 
PC_ENT,10_C19_23,E_RFAC,SE	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFAC,SI	: 	: 	8 	: 
PC_ENT,10_C19_23,E_RFAC,SK	: 	: 	12 	: 
PC_ENT,10_C19_23,E_RFAC,UK	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFAC1,AT	: u	28 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,BE	: u	: u	: 	: 
PC_ENT,10_C19_23,E_RFAC1,BG	15 	14 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,CY	10 	2 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,CZ	13 	8 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,DE	28 	26 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,DK	11 	11 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EA	21 	14 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EE	18 	8 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EL	6 	: u	: 	: 
PC_ENT,10_C19_23,E_RFAC1,ES	21 	11 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EU15	20 	13 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EU27	18 	12 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,EU28	18 	12 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,FI	41 	21 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,FR	16 	6 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,HR	11 	19 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,HU	9 	5 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,IE	14 	5 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,IS	: u	8 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,IT	13 	8 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,LT	12 	9 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,LU	50 	24 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,LV	12 	10 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,MK	: 	10 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,MT	16 	14 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,NL	31 	17 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,NO	7 	8 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,PL	13 	6 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,PT	11 	13 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,RO	5 	11 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,RS	: 	24 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,SE	14 	9 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,SI	23 	13 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,SK	25 	21 	: 	: 
PC_ENT,10_C19_23,E_RFAC1,UK	15 	6 	: 	: 
PC_ENT,10_C19_23,E_RFASPRI,AT	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFASPRI,BE	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,BG	: 	: 	: c	: 
PC_ENT,10_C19_23,E_RFASPRI,CY	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFASPRI,CZ	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,DE	: 	: 	0 n	: 
PC_ENT,10_C19_23,E_RFASPRI,DK	: 	: 	: u	: 
PC_ENT,10_C19_23,E_RFASPRI,EA	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,EE	: 	: 	0 	: 
PC_ENT,10_C19_23,E_RFASPRI,EL	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,ES	: 	: 	2 	: 
PC_ENT,10_C19_23,E_RFASPRI,EU15	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,EU27	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,EU28	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,FI	: 	: 	1 	: 
PC_ENT,10_C19_23,E_RFASPRI,FR	: 	: 	0 n	: 
PC_ENT,10_C19_23,E_RFASPRI,HR	: 	: 	0 	: 
PC_ENT,10_C19_23,E_RFASPRI,HU	: 	: 	0 n	: 
