unit,sizen_r2,indic_is,geo\time	2017 	2014 	2011 	2009 
PC_ENT_RFID,10_M69_74,E_RFSC,LT	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSC,LU	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSC,LV	: 	: 	: 	: c
PC_ENT_RFID,10_M69_74,E_RFSC,MT	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSC,NL	: 	: 	: 	7 
PC_ENT_RFID,10_M69_74,E_RFSC,NO	: 	: 	: 	53 
PC_ENT_RFID,10_M69_74,E_RFSC,PL	: 	: 	: 	: c
PC_ENT_RFID,10_M69_74,E_RFSC,PT	: 	: 	: 	2 
PC_ENT_RFID,10_M69_74,E_RFSC,RO	: 	: 	: 	1 
PC_ENT_RFID,10_M69_74,E_RFSC,SE	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSC,SI	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSC,SK	: 	: 	: 	22 
PC_ENT_RFID,10_M69_74,E_RFSC,UK	: 	: 	: 	25 
PC_ENT_RFID,10_M69_74,E_RFSM,AT	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSM,BE	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSM,BG	: 	: 	: 	9 
PC_ENT_RFID,10_M69_74,E_RFSM,CZ	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,DE	: 	: 	: 	2 
PC_ENT_RFID,10_M69_74,E_RFSM,DK	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,EA	: 	: 	: 	6 
PC_ENT_RFID,10_M69_74,E_RFSM,EE	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,EL	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,ES	: 	: 	: 	22 
PC_ENT_RFID,10_M69_74,E_RFSM,EU15	: 	: 	: 	8 
PC_ENT_RFID,10_M69_74,E_RFSM,EU25	: 	: 	: 	7 
PC_ENT_RFID,10_M69_74,E_RFSM,EU27	: 	: 	: 	7 
PC_ENT_RFID,10_M69_74,E_RFSM,EU28	: 	: 	: 	7 
PC_ENT_RFID,10_M69_74,E_RFSM,FI	: 	: 	: 	16 
PC_ENT_RFID,10_M69_74,E_RFSM,FR	: 	: 	: 	5 
PC_ENT_RFID,10_M69_74,E_RFSM,HR	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,HU	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,IT	: 	: 	: 	16 
PC_ENT_RFID,10_M69_74,E_RFSM,LT	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,LU	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,LV	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSM,MT	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSM,NL	: 	: 	: 	2 
PC_ENT_RFID,10_M69_74,E_RFSM,NO	: 	: 	: 	53 
PC_ENT_RFID,10_M69_74,E_RFSM,PL	: 	: 	: 	: u
PC_ENT_RFID,10_M69_74,E_RFSM,PT	: 	: 	: 	2 
PC_ENT_RFID,10_M69_74,E_RFSM,RO	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,SE	: 	: 	: 	52 
PC_ENT_RFID,10_M69_74,E_RFSM,SI	: 	: 	: 	: c
PC_ENT_RFID,10_M69_74,E_RFSM,SK	: 	: 	: 	0 
PC_ENT_RFID,10_M69_74,E_RFSM,UK	: 	: 	: 	15 
PC_ENT_RFID,10_N77_82,E_RFAC,AT	: 	: 	96 	58 
PC_ENT_RFID,10_N77_82,E_RFAC,BE	: 	: 	46 	31 
PC_ENT_RFID,10_N77_82,E_RFAC,BG	: 	: 	79 	39 
PC_ENT_RFID,10_N77_82,E_RFAC,CY	: 	: 	100 	100 
PC_ENT_RFID,10_N77_82,E_RFAC,CZ	: 	: 	86 	83 
PC_ENT_RFID,10_N77_82,E_RFAC,DE	: 	: 	79 	89 
PC_ENT_RFID,10_N77_82,E_RFAC,DK	: 	: 	56 	68 
PC_ENT_RFID,10_N77_82,E_RFAC,EA	: 	: 	82 	63 
PC_ENT_RFID,10_N77_82,E_RFAC,EE	: 	: 	100 	100 
PC_ENT_RFID,10_N77_82,E_RFAC,EL	: 	: 	78 	: u
PC_ENT_RFID,10_N77_82,E_RFAC,ES	: 	: 	94 	43 
PC_ENT_RFID,10_N77_82,E_RFAC,EU15	: 	: 	81 	58 
PC_ENT_RFID,10_N77_82,E_RFAC,EU25	: 	: 	: 	60 
PC_ENT_RFID,10_N77_82,E_RFAC,EU27	: 	: 	80 	60 
PC_ENT_RFID,10_N77_82,E_RFAC,EU28	: 	: 	80 	60 
PC_ENT_RFID,10_N77_82,E_RFAC,FI	: 	: 	79 	96 
PC_ENT_RFID,10_N77_82,E_RFAC,FR	: 	: 	77 	47 
PC_ENT_RFID,10_N77_82,E_RFAC,HR	: 	: 	100 	50 
PC_ENT_RFID,10_N77_82,E_RFAC,HU	: 	: 	74 	53 
PC_ENT_RFID,10_N77_82,E_RFAC,IE	: 	: 	57 	65 
PC_ENT_RFID,10_N77_82,E_RFAC,IT	: 	: 	88 	42 
PC_ENT_RFID,10_N77_82,E_RFAC,LT	: 	: 	50 	65 
PC_ENT_RFID,10_N77_82,E_RFAC,LU	: 	: 	100 	100 
PC_ENT_RFID,10_N77_82,E_RFAC,LV	: 	: 	31 	: u
PC_ENT_RFID,10_N77_82,E_RFAC,MK	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFAC,MT	: 	: 	66 	: u
PC_ENT_RFID,10_N77_82,E_RFAC,NL	: 	: 	60 	84 
PC_ENT_RFID,10_N77_82,E_RFAC,NO	: 	: 	82 	90 
PC_ENT_RFID,10_N77_82,E_RFAC,PL	: 	: 	: u	: u
PC_ENT_RFID,10_N77_82,E_RFAC,PT	: 	: 	: u	: u
PC_ENT_RFID,10_N77_82,E_RFAC,RO	: 	: 	91 	94 
PC_ENT_RFID,10_N77_82,E_RFAC,SE	: 	: 	58 	83 
PC_ENT_RFID,10_N77_82,E_RFAC,SI	: 	: 	: 	: c
PC_ENT_RFID,10_N77_82,E_RFAC,SK	: 	: 	75 	80 
PC_ENT_RFID,10_N77_82,E_RFAC,UK	: 	: 	74 	28 
PC_ENT_RFID,10_N77_82,E_RFASPRI,AT	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,BE	: 	: 	22 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,BG	: 	: 	34 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,CY	: 	: 	33 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,CZ	: 	: 	32 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,DE	: 	: 	22 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,DK	: 	: 	22 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EA	: 	: 	17 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EE	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EL	: 	: 	8 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,ES	: 	: 	11 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EU15	: 	: 	15 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EU27	: 	: 	16 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,EU28	: 	: 	16 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,FI	: 	: 	6 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,FR	: 	: 	25 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,HR	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,HU	: 	: 	11 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,IE	: 	: 	28 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,IT	: 	: 	6 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,LT	: 	: 	36 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,LU	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,LV	: 	: 	16 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,MK	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,MT	: 	: 	16 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,NL	: 	: 	15 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,NO	: 	: 	13 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,PL	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,PT	: 	: 	2 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,RO	: 	: 	9 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,SE	: 	: 	28 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,SK	: 	: 	24 	: 
PC_ENT_RFID,10_N77_82,E_RFASPRI,UK	: 	: 	3 	: 
PC_ENT_RFID,10_N77_82,E_RFMC,AT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFMC,BE	: 	: 	: 	22 
PC_ENT_RFID,10_N77_82,E_RFMC,BG	: 	: 	: 	22 
PC_ENT_RFID,10_N77_82,E_RFMC,CY	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFMC,CZ	: 	: 	: 	18 
PC_ENT_RFID,10_N77_82,E_RFMC,DE	: 	: 	: 	3 
PC_ENT_RFID,10_N77_82,E_RFMC,DK	: 	: 	: 	14 
PC_ENT_RFID,10_N77_82,E_RFMC,EA	: 	: 	: 	21 
PC_ENT_RFID,10_N77_82,E_RFMC,EE	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFMC,EL	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFMC,ES	: 	: 	: 	7 
PC_ENT_RFID,10_N77_82,E_RFMC,EU15	: 	: 	: 	19 
PC_ENT_RFID,10_N77_82,E_RFMC,EU25	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFMC,EU27	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFMC,EU28	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFMC,FI	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFMC,FR	: 	: 	: 	47 
PC_ENT_RFID,10_N77_82,E_RFMC,HR	: 	: 	: 	42 
PC_ENT_RFID,10_N77_82,E_RFMC,HU	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFMC,IE	: 	: 	: 	25 
PC_ENT_RFID,10_N77_82,E_RFMC,IT	: 	: 	: 	45 
PC_ENT_RFID,10_N77_82,E_RFMC,LT	: 	: 	: 	58 
PC_ENT_RFID,10_N77_82,E_RFMC,LU	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFMC,LV	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFMC,MT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFMC,NL	: 	: 	: 	16 
PC_ENT_RFID,10_N77_82,E_RFMC,NO	: 	: 	: 	11 
PC_ENT_RFID,10_N77_82,E_RFMC,PL	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFMC,PT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFMC,RO	: 	: 	: 	25 
PC_ENT_RFID,10_N77_82,E_RFMC,SE	: 	: 	: 	28 
PC_ENT_RFID,10_N77_82,E_RFMC,SI	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFMC,SK	: 	: 	: 	28 
PC_ENT_RFID,10_N77_82,E_RFMC,UK	: 	: 	: 	9 
PC_ENT_RFID,10_N77_82,E_RFPRI,AT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFPRI,BE	: 	: 	: 	27 
PC_ENT_RFID,10_N77_82,E_RFPRI,BG	: 	: 	: 	71 
PC_ENT_RFID,10_N77_82,E_RFPRI,CY	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFPRI,CZ	: 	: 	: 	7 
PC_ENT_RFID,10_N77_82,E_RFPRI,DE	: 	: 	: 	2 
PC_ENT_RFID,10_N77_82,E_RFPRI,DK	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFPRI,EA	: 	: 	: 	26 
PC_ENT_RFID,10_N77_82,E_RFPRI,EE	: 	: 	: 	28 
PC_ENT_RFID,10_N77_82,E_RFPRI,EL	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFPRI,ES	: 	: 	: 	44 
PC_ENT_RFID,10_N77_82,E_RFPRI,EU15	: 	: 	: 	29 
PC_ENT_RFID,10_N77_82,E_RFPRI,EU25	: 	: 	: 	29 
PC_ENT_RFID,10_N77_82,E_RFPRI,EU27	: 	: 	: 	30 
PC_ENT_RFID,10_N77_82,E_RFPRI,EU28	: 	: 	: 	30 
PC_ENT_RFID,10_N77_82,E_RFPRI,FI	: 	: 	: 	18 
PC_ENT_RFID,10_N77_82,E_RFPRI,FR	: 	: 	: 	63 
PC_ENT_RFID,10_N77_82,E_RFPRI,HR	: 	: 	: 	53 
PC_ENT_RFID,10_N77_82,E_RFPRI,HU	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFPRI,IE	: 	: 	: 	53 
PC_ENT_RFID,10_N77_82,E_RFPRI,IT	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFPRI,LT	: 	: 	: 	58 
PC_ENT_RFID,10_N77_82,E_RFPRI,LU	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFPRI,LV	: 	: 	: 	: c
PC_ENT_RFID,10_N77_82,E_RFPRI,MT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFPRI,NL	: 	: 	: 	14 
PC_ENT_RFID,10_N77_82,E_RFPRI,NO	: 	: 	: 	10 
PC_ENT_RFID,10_N77_82,E_RFPRI,PL	: 	: 	: 	33 
PC_ENT_RFID,10_N77_82,E_RFPRI,PT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFPRI,RO	: 	: 	: 	13 
PC_ENT_RFID,10_N77_82,E_RFPRI,SE	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFPRI,SI	: 	: 	: 	: c
PC_ENT_RFID,10_N77_82,E_RFPRI,SK	: 	: 	: 	8 
PC_ENT_RFID,10_N77_82,E_RFPRI,UK	: 	: 	: 	51 
PC_ENT_RFID,10_N77_82,E_RFPSDP,AT	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,BE	: 	: 	52 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,BG	: 	: 	61 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,CY	: 	: 	33 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,CZ	: 	: 	8 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,DE	: 	: 	32 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,DK	: 	: 	21 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EA	: 	: 	29 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EE	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EL	: 	: 	22 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,ES	: 	: 	30 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EU15	: 	: 	25 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EU27	: 	: 	26 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,EU28	: 	: 	26 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,FI	: 	: 	55 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,FR	: 	: 	28 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,HR	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,HU	: 	: 	0 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,IE	: 	: 	45 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,IT	: 	: 	11 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,LT	: 	: 	67 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,LU	: 	: 	58 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,LV	: 	: 	38 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,MK	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,MT	: 	: 	51 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,NL	: 	: 	35 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,NO	: 	: 	46 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,PL	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,PT	: 	: 	: u	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,RO	: 	: 	17 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,SE	: 	: 	48 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,SK	: 	: 	39 	: 
PC_ENT_RFID,10_N77_82,E_RFPSDP,UK	: 	: 	2 	: 
PC_ENT_RFID,10_N77_82,E_RFSC,AT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,BE	: 	: 	: 	10 
PC_ENT_RFID,10_N77_82,E_RFSC,BG	: 	: 	: 	2 
PC_ENT_RFID,10_N77_82,E_RFSC,CY	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSC,CZ	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSC,DE	: 	: 	: 	8 
PC_ENT_RFID,10_N77_82,E_RFSC,DK	: 	: 	: 	17 
PC_ENT_RFID,10_N77_82,E_RFSC,EA	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFSC,EE	: 	: 	: 	28 
PC_ENT_RFID,10_N77_82,E_RFSC,EL	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSC,ES	: 	: 	: 	26 
PC_ENT_RFID,10_N77_82,E_RFSC,EU15	: 	: 	: 	26 
PC_ENT_RFID,10_N77_82,E_RFSC,EU25	: 	: 	: 	26 
PC_ENT_RFID,10_N77_82,E_RFSC,EU27	: 	: 	: 	25 
PC_ENT_RFID,10_N77_82,E_RFSC,EU28	: 	: 	: 	25 
PC_ENT_RFID,10_N77_82,E_RFSC,FI	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,FR	: 	: 	: 	26 
PC_ENT_RFID,10_N77_82,E_RFSC,HR	: 	: 	: 	42 
PC_ENT_RFID,10_N77_82,E_RFSC,HU	: 	: 	: 	6 
PC_ENT_RFID,10_N77_82,E_RFSC,IE	: 	: 	: 	18 
PC_ENT_RFID,10_N77_82,E_RFSC,IT	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFSC,LT	: 	: 	: 	61 
PC_ENT_RFID,10_N77_82,E_RFSC,LU	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFSC,LV	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,MT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,NL	: 	: 	: 	15 
PC_ENT_RFID,10_N77_82,E_RFSC,NO	: 	: 	: 	10 
PC_ENT_RFID,10_N77_82,E_RFSC,PL	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,PT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSC,RO	: 	: 	: 	6 
PC_ENT_RFID,10_N77_82,E_RFSC,SE	: 	: 	: 	6 
PC_ENT_RFID,10_N77_82,E_RFSC,SI	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSC,SK	: 	: 	: 	8 
PC_ENT_RFID,10_N77_82,E_RFSC,UK	: 	: 	: 	59 
PC_ENT_RFID,10_N77_82,E_RFSM,AT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,BE	: 	: 	: 	27 
PC_ENT_RFID,10_N77_82,E_RFSM,BG	: 	: 	: 	11 
PC_ENT_RFID,10_N77_82,E_RFSM,CY	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSM,CZ	: 	: 	: 	32 
PC_ENT_RFID,10_N77_82,E_RFSM,DE	: 	: 	: 	10 
PC_ENT_RFID,10_N77_82,E_RFSM,DK	: 	: 	: 	27 
PC_ENT_RFID,10_N77_82,E_RFSM,EA	: 	: 	: 	13 
PC_ENT_RFID,10_N77_82,E_RFSM,EE	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSM,EL	: 	: 	: 	0 
PC_ENT_RFID,10_N77_82,E_RFSM,ES	: 	: 	: 	8 
PC_ENT_RFID,10_N77_82,E_RFSM,EU15	: 	: 	: 	14 
PC_ENT_RFID,10_N77_82,E_RFSM,EU25	: 	: 	: 	17 
PC_ENT_RFID,10_N77_82,E_RFSM,EU27	: 	: 	: 	16 
PC_ENT_RFID,10_N77_82,E_RFSM,EU28	: 	: 	: 	17 
PC_ENT_RFID,10_N77_82,E_RFSM,FI	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,FR	: 	: 	: 	2 
PC_ENT_RFID,10_N77_82,E_RFSM,HR	: 	: 	: 	53 
PC_ENT_RFID,10_N77_82,E_RFSM,HU	: 	: 	: 	40 
PC_ENT_RFID,10_N77_82,E_RFSM,IE	: 	: 	: 	18 
PC_ENT_RFID,10_N77_82,E_RFSM,IT	: 	: 	: 	5 
PC_ENT_RFID,10_N77_82,E_RFSM,LT	: 	: 	: 	94 
PC_ENT_RFID,10_N77_82,E_RFSM,LU	: 	: 	: 	50 
PC_ENT_RFID,10_N77_82,E_RFSM,LV	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,MT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,NL	: 	: 	: 	15 
PC_ENT_RFID,10_N77_82,E_RFSM,NO	: 	: 	: 	20 
PC_ENT_RFID,10_N77_82,E_RFSM,PL	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,PT	: 	: 	: 	: u
PC_ENT_RFID,10_N77_82,E_RFSM,RO	: 	: 	: 	25 
PC_ENT_RFID,10_N77_82,E_RFSM,SE	: 	: 	: 	11 
PC_ENT_RFID,10_N77_82,E_RFSM,SI	: 	: 	: 	: c
PC_ENT_RFID,10_N77_82,E_RFSM,SK	: 	: 	: 	24 
PC_ENT_RFID,10_N77_82,E_RFSM,UK	: 	: 	: 	16 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,AT	: 	: 	: 	79 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,BE	: 	: 	: 	51 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,BG	: 	: 	: 	80 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,CY	: 	: 	: 	57 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,CZ	: 	: 	: 	90 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,DE	: 	: 	: 	65 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,DK	: 	: 	: 	47 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EA	: 	: 	: 	65 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EE	: 	: 	: 	100 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EL	: 	: 	: 	: u
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,ES	: 	: 	: 	52 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EU15	: 	: 	: 	62 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EU25	: 	: 	: 	66 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EU27	: 	: 	: 	66 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,EU28	: 	: 	: 	66 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,FI	: 	: 	: 	81 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,FR	: 	: 	: 	62 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,HR	: 	: 	: 	76 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,HU	: 	: 	: 	61 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,IE	: 	: 	: 	54 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,IT	: 	: 	: 	51 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,LT	: 	: 	: 	58 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,LU	: 	: 	: 	67 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,LV	: 	: 	: 	: u
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,MT	: 	: 	: 	: u
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,NL	: 	: 	: 	89 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,NO	: 	: 	: 	68 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,PL	: 	: 	: 	82 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,PT	: 	: 	: 	51 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,RO	: 	: 	: 	66 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,SE	: 	: 	: 	58 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,SI	: 	: 	: 	64 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,SK	: 	: 	: 	87 
PC_ENT_RFID,L_C10_N82_XK,E_RFAC,UK	: 	: 	: 	51 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,AT	: 	: 	: 	28 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,BE	: 	: 	: 	53 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,BG	: 	: 	: 	24 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,CY	: 	: 	: 	15 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,CZ	: 	: 	: 	15 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,DE	: 	: 	: 	19 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,DK	: 	: 	: 	22 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EA	: 	: 	: 	28 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EE	: 	: 	: 	23 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EL	: 	: 	: 	20 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,ES	: 	: 	: 	43 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EU15	: 	: 	: 	27 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EU25	: 	: 	: 	28 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EU27	: 	: 	: 	28 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,EU28	: 	: 	: 	28 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,FI	: 	: 	: 	20 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,FR	: 	: 	: 	32 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,HR	: 	: 	: 	15 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,HU	: 	: 	: 	14 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,IE	: 	: 	: 	52 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,IT	: 	: 	: 	35 
PC_ENT_RFID,L_C10_N82_XK,E_RFMC,LT	: 	: 	: 	32 
